imdb,title,year
tt1540133,The Guard,2011.0
tt1614989,Headhunters,2011.0
tt3007512,The Water Diviner,2014.0
tt2333804,The Zero Theorem,2013.0
tt1300851,The Boondock Saints II: All Saints Day,2009.0
tt1186367,Ninja Assassin,2009.0
tt0250223,Asterix & Obelix: Mission Cleopatra,2002.0
tt0098439,Tango & Cash,1989.0
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004.0
tt0368226,The Room,2003.0
tt0155267,The Thomas Crown Affair,1999.0
tt0277371,Not Another Teen Movie,2001.0
tt6048930,Naked,2017.0
tt7137846,Breaking In,2018.0
tt1034415,Suspiria,2018.0
tt0114558,Strange Days,1995.0
tt3181822,The Boy Next Door,2015.0
tt0311289,Holes,2003.0
tt0063350,Night of the Living Dead,1968.0
tt3321300,Spooks: The Greater Good,2015.0
tt1116184,Jackass 3D,2010.0
tt2626350,Step Up All In,2014.0
tt1740707,Troll Hunter,2010.0
tt0105690,Under Siege,1992.0
tt0907657,Once,2007.0
tt2328900,Mary Queen of Scots,2018.0
tt2126357,Second Act,2018.0
tt0409182,Poseidon,2006.0
tt0084503,Pink Floyd: The Wall,1982.0
tt0765010,Brothers,2009.0
tt0852713,The House Bunny,2008.0
tt1045772,I Love You Phillip Morris,2009.0
tt0164052,Hollow Man,2000.0
tt6673612,Dolittle,2020.0
tt7043012,Velvet Buzzsaw,2019.0
tt4262980,Shin Godzilla,2016.0
tt0471711,Futurama: Bender's Big Score,2007.0
tt3860916,Cargo,2017.0
tt6857166,Book Club,2018.0
tt0099077,Awakenings,1990.0
tt2800240,Serial (Bad) Weddings,2014.0
tt0436058,American Pie Presents: Band Camp,2005.0
tt2378507,The Glass Castle,2017.0
tt4901306,Perfect Strangers,2016.0
tt5452780,Olaf's Frozen Adventure,2017.0
tt0096734,The 'Burbs,1989.0
tt0938330,Silent Hill: Revelation 3D,2012.0
tt1255919,Holmes & Watson,2018.0
tt1672723,Batman: Year One,2011.0
tt1935194,Overdrive,2017.0
tt2364897,The Disappointments Room,2016.0
tt1837703,The Fifth Estate,2013.0
tt0821640,Ghosts of Girlfriends Past,2009.0
tt6195094,Ghostland,2018.0
tt1023114,The Way Back,2010.0
tt0765446,Escape from Planet Earth,2013.0
tt0091419,Little Shop of Horrors,1986.0
tt1226273,Edge of Darkness,2010.0
tt0465538,Michael Clayton,2007.0
tt0272338,Punch-Drunk Love,2002.0
tt0105665,Twin Peaks: Fire Walk with Me,1992.0
tt3169706,Pride,2014.0
tt2614684,'71,2014.0
tt0464154,Piranha 3D,2010.0
tt0383216,The Pink Panther,2006.0
tt0120913,Titan A.E.,2000.0
tt5962210,Ingrid Goes West,2017.0
tt0109707,Ed Wood,1994.0
tt8201170,The Perfect Date,2019.0
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987.0
tt0164334,Along Came a Spider,2001.0
tt0097778,Look Who's Talking,1989.0
tt1800741,Step Up Revolution,2012.0
tt6491178,Dragged Across Concrete,2019.0
tt5664636,Goosebumps 2: Haunted Halloween,2018.0
tt2027128,Justice League: Doom,2012.0
tt0316396,Peter Pan,2003.0
tt0139809,The Thirteenth Floor,1999.0
tt0375063,Sideways,2004.0
tt2597768,Come and Find Me,2016.0
tt1440728,The American,2010.0
tt0472062,Charlie Wilson's War,2007.0
tt2483260,Tinker Bell and the Pirate Fairy,2014.0
tt0104694,A League of Their Own,1992.0
tt2247732,Marvel One-Shot: Item 47,2012.0
tt0070511,Papillon,1973.0
tt0312528,The Cat in the Hat,2003.0
tt7451284,Batman Ninja,2018.0
tt0146838,Any Given Sunday,1999.0
tt7374948,Always Be My Maybe,2019.0
tt0817177,Flipped,2010.0
tt0119738,My Best Friend's Wedding,1997.0
tt1661382,Grudge Match,2013.0
tt0494238,Inkheart,2008.0
tt5816682,Victoria & Abdul,2017.0
tt0462335,High-Rise,2015.0
tt0758766,Music and Lyrics,2007.0
tt0368008,The Manchurian Candidate,2004.0
tt0460740,Cashback,2006.0
tt0077975,Animal House,1978.0
tt0113957,The Net,1995.0
tt0115491,Aladdin and the King of Thieves,1996.0
tt3139072,Son of Batman,2014.0
tt0318649,Sahara,2005.0
tt4687108,In the Tall Grass,2019.0
tt2674430,Approaching the Unknown,2016.0
tt0050825,Paths of Glory,1957.0
tt0395584,The Devil's Rejects,2005.0
tt1502397,Bad Boys for Life,2020.0
tt1767354,Odd Thomas,2013.0
tt0107207,In the Name of the Father,1993.0
tt0420293,The Stanford Prison Experiment,2015.0
tt4191580,Meet the Blacks,2016.0
tt2263944,Dragon Ball Z: Battle of Gods,2013.0
tt1587707,Exit Through the Gift Shop,2010.0
tt7167658,The Death of Superman,2018.0
tt0074119,All the President's Men,1976.0
tt6811018,The Kid Who Would Be King,2019.0
tt2109184,Paranormal Activity 4,2012.0
tt1245112,[REC]²,2009.0
tt0043014,Sunset Boulevard,1950.0
tt6217306,Apostle,2018.0
tt0370032,Ultraviolet,2006.0
tt0092965,Empire of the Sun,1987.0
tt0302640,The Hot Chick,2002.0
tt0116683,James and the Giant Peach,1996.0
tt0279967,Mulan II,2004.0
tt0118883,Conspiracy Theory,1997.0
tt2396589,Mudbound,2017.0
tt0159273,Behind Enemy Lines,2001.0
tt0462322,Grindhouse,2007.0
tt1781827,Hands of Stone,2016.0
tt0456554,Grandma's Boy,2006.0
tt5516328,Ghost Stories,2018.0
tt0093822,Raising Arizona,1987.0
tt3042408,Who Am I,2014.0
tt0097351,Field of Dreams,1989.0
tt3181776,Momentum,2015.0
tt1781769,Anna Karenina,2012.0
tt0285531,Dreamcatcher,2003.0
tt0492956,The Game Plan,2007.0
tt1942884,Indie Game: The Movie,2012.0
tt1216491,Kill the Messenger,2014.0
tt0098554,Uncle Buck,1989.0
tt2296777,Sherlock Gnomes,2018.0
tt0116209,The English Patient,1996.0
tt0095776,Oliver & Company,1988.0
tt2088003,Big Game,2014.0
tt2591814,The Garden of Words,2013.0
tt0361596,Fahrenheit 9/11,2004.0
tt0102492,My Girl,1991.0
tt1402488,Happy Feet Two,2011.0
tt0082495,Halloween II,1981.0
tt0075005,The Omen,1976.0
tt0929632,Precious,2009.0
tt0118928,Dante's Peak,1997.0
tt0053604,The Apartment,1960.0
tt0040746,Rope,1948.0
tt0109813,The Flintstones,1994.0
tt6398184,Downton Abbey,2019.0
tt1598822,New Year's Eve,2011.0
tt0113481,Johnny Mnemonic,1995.0
tt0842926,The Kids Are All Right,2010.0
tt0274812,Secretary,2002.0
tt0477051,Norbit,2007.0
tt4324274,Batman vs. Robin,2015.0
tt1486192,The Raven,2012.0
tt0223897,Pay It Forward,2000.0
tt1598642,Z for Zachariah,2015.0
tt2724064,Sharknado,2013.0
tt0422720,Marie Antoinette,2006.0
tt5862312,Veronica,2017.0
tt3819668,Dragon Ball Z: Resurrection 'F',2015.0
tt0351977,Walking Tall,2004.0
tt1201167,Funny People,2009.0
tt1731701,Barely Lethal,2015.0
tt2390361,Enough Said,2013.0
tt9412098,Fyre,2019.0
tt4019560,Exposed,2016.0
tt0061512,Cool Hand Luke,1967.0
tt5352846,Drone,2017.0
tt0120890,Wild Things,1998.0
tt4645330,Denial,2016.0
tt0276919,Dogville,2003.0
tt4463816,Terminal,2018.0
tt0086393,Superman III,1983.0
tt0970452,Solomon Kane,2009.0
tt0122718,Small Soldiers,1998.0
tt4080728,A Man Called Ove,2015.0
tt4693358,OtherLife,2017.0
tt1020530,Eden Lake,2008.0
tt1258972,The Man with the Iron Fists,2012.0
tt0430357,Miami Vice,2006.0
tt0290095,The Tuxedo,2002.0
tt3385524,Stan & Ollie,2018.0
tt0975645,Hitchcock,2012.0
tt0385004,House of Flying Daggers,2004.0
tt0313737,Two Weeks Notice,2002.0
tt1126618,Morning Glory,2010.0
tt0162650,Shaft,2000.0
tt0808279,Funny Games,2007.0
tt0388419,Christmas with the Kranks,2004.0
tt3715320,Irrational Man,2015.0
tt0088011,Romancing the Stone,1984.0
tt0347618,The Cat Returns,2002.0
tt2125608,Searching for Sugar Man,2012.0
tt0091059,Flight of the Navigator,1986.0
tt1093357,The Darkest Hour,2011.0
tt1135985,Sex Drive,2008.0
tt9071322,Dark Waters,2019.0
tt5893332,Sandy Wexler,2017.0
tt0844708,The Last House on the Left,2009.0
tt0480025,This Is England,2006.0
tt8526872,Dolemite Is My Name,2019.0
tt3878542,Justice League: Throne of Atlantis,2015.0
tt1020558,Centurion,2010.0
tt1966604,The Imposter,2012.0
tt0099371,Days of Thunder,1990.0
tt1220198,The Fourth Kind,2009.0
tt0248667,Ali,2001.0
tt0289992,The Life of David Gale,2003.0
tt0162346,Ghost World,2001.0
tt1315981,A Single Man,2009.0
tt3722070,The Lady in the Van,2015.0
tt0467200,The Other Boleyn Girl,2008.0
tt0097239,Driving Miss Daisy,1989.0
tt1193631,Step Up 3D,2010.0
tt7424200,Teen Titans Go! To the Movies,2018.0
tt2281587,Muppets Most Wanted,2014.0
tt0452681,The Santa Clause 3: The Escape Clause,2006.0
tt0287717,Spy Kids 2: The Island of Lost Dreams,2002.0
tt0385307,Miss Congeniality 2: Armed and Fabulous,2005.0
tt0083929,Fast Times at Ridgemont High,1982.0
tt0165929,Romeo Must Die,2000.0
tt3774790,400 Days,2015.0
tt1837709,Winter's Tale,2014.0
tt0064349,Frosty the Snowman,1969.0
tt4385888,20th Century Women,2016.0
tt0417148,Snakes on a Plane,2006.0
tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back,1998.0
tt6133130,Professor Marston and the Wonder Women,2017.0
tt5116302,Togo,2019.0
tt0780653,The Wolfman,2010.0
tt0161081,What Lies Beneath,2000.0
tt1285009,The Strangers: Prey at Night,2018.0
tt1308729,Bullet to the Head,2013.0
tt2937366,Little Evil,2017.0
tt1467304,The Human Centipede (First Sequence),2009.0
tt4126476,After,2019.0
tt2957760,Extortion,2017.0
tt0243585,Stuart Little 2,2002.0
tt1527788,The Man from Nowhere,2010.0
tt0337921,Cellular,2004.0
tt1366344,The Sitter,2011.0
tt0117438,Ransom,1996.0
tt0181316,Blue Streak,1999.0
tt4795124,How to Be a Latin Lover,2017.0
tt0285492,Cube 2: Hypercube,2002.0
tt1758795,The To Do List,2013.0
tt4324302,Justice League: Gods and Monsters,2015.0
tt7390646,Black and Blue,2019.0
tt2401097,Tracers,2015.0
tt0116365,The Frighteners,1996.0
tt1430626,The Pirates! In an Adventure with Scientists!,2012.0
tt0099582,Flatliners,1990.0
tt0168122,Pirates of Silicon Valley,1999.0
tt0284837,Ali G Indahouse,2002.0
tt0307479,Solaris,2002.0
tt1991245,Chernobyl Diaries,2012.0
tt0021749,City Lights,1931.0
tt0140352,The Insider,1999.0
tt0243655,Wet Hot American Summer,2001.0
tt3317234,"Game Over, Man!",2018.0
tt0787475,Hot Rod,2007.0
tt0426883,Alpha Dog,2006.0
tt0050976,The Seventh Seal,1957.0
tt2582502,Fathers and Daughters,2015.0
tt0421073,Street Kings,2008.0
tt1217213,Secret of the Wings,2012.0
tt0085333,Christine,1983.0
tt0089686,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985.0
tt0393109,Brick,2006.0
tt0076786,Suspiria,1977.0
tt4181052,Special Correspondents,2016.0
tt2625810,Into the Forest,2016.0
tt0055614,West Side Story,1961.0
tt0763831,A Thousand Words,2012.0
tt0227445,The Score,2001.0
tt5462326,Mom and Dad,2017.0
tt4364194,The Peanut Butter Falcon,2019.0
tt0160862,She's All That,1999.0
tt0810913,Jack and Jill,2011.0
tt7616798,A Dog's Way Home,2019.0
tt2261331,Black Sea,2014.0
tt2090465,Black Butterfly,2017.0
tt2467046,Left Behind,2014.0
tt1571222,A Dangerous Method,2011.0
tt3077214,Suffragette,2015.0
tt5215952,The Wailing,2016.0
tt1726669,Killer Joe,2011.0
tt4191054,Strange Magic,2015.0
tt0918927,Doubt,2008.0
tt0120738,Lost in Space,1998.0
tt0074958,Network,1976.0
tt1464763,Mute,2018.0
tt3361792,Tolkien,2019.0
tt2994190,Camp X-Ray,2014.0
tt0186566,Space Cowboys,2000.0
tt0418689,Flags of Our Fathers,2006.0
tt0808146,American Pie Presents: The Naked Mile,2006.0
tt5690360,Slender Man,2018.0
tt3976144,The Monster,2016.0
tt2582500,Shut In,2016.0
tt5886440,Marrowbone,2017.0
tt4504044,The Prodigy,2019.0
tt0770752,Fool's Gold,2008.0
tt0400497,Herbie Fully Loaded,2005.0
tt1235124,Dorian Gray,2009.0
tt2125435,Beasts of the Southern Wild,2012.0
tt1780798,Clown,2014.0
tt0090633,An American Tail,1986.0
tt3224458,A Beautiful Day in the Neighborhood,2019.0
tt5464234,Kill Switch,2017.0
tt0110527,Miracle on 34th Street,1994.0
tt6097798,Radius,2017.0
tt0360556,Fahrenheit 451,2018.0
tt2131532,Hidden,2015.0
tt2243537,A Haunted House,2013.0
tt0452625,Good Luck Chuck,2007.0
tt0101452,Bill & Ted's Bogus Journey,1991.0
tt0327679,Ella Enchanted,2004.0
tt4348012,Mayhem,2017.0
tt2822672,Rock Dog,2016.0
tt0112461,The Basketball Diaries,1995.0
tt0799934,Be Kind Rewind,2008.0
tt3616916,The Wave,2015.0
tt0340163,Hostage,2005.0
tt0091149,The Great Mouse Detective,1986.0
tt0105435,Sneakers,1992.0
tt0211933,Awake,2007.0
tt6742252,The Guilty,2018.0
tt0072684,Barry Lyndon,1975.0
tt1172233,Whip It,2009.0
tt0108525,Wayne's World 2,1993.0
tt2473510,Paranormal Activity: The Ghost Dimension,2015.0
tt0808510,Tooth Fairy,2010.0
tt0265459,One Hour Photo,2002.0
tt0107952,The Return of Jafar,1994.0
tt1068242,Footloose,2011.0
tt1261945,Sex and the City 2,2010.0
tt2358891,The Great Beauty,2013.0
tt1226837,Beautiful Boy,2018.0
tt0240684,The Little Mermaid II: Return to the Sea,2000.0
tt1586752,Machine Gun Preacher,2011.0
tt0457400,Land of the Lost,2009.0
tt0086006,Never Say Never Again,1983.0
tt5316540,Close,2019.0
tt1436045,13 Assassins,2010.0
tt0077766,Jaws 2,1978.0
tt0929629,Stargate: Continuum,2008.0
tt0119173,G.I. Jane,1997.0
tt0275277,Cowboy Bebop: The Movie,2001.0
tt0119099,Fallen,1998.0
tt0105812,White Men Can't Jump,1992.0
tt3481634,Inconceivable,2017.0
tt0498353,Hostel: Part II,2007.0
tt5895028,13th,2016.0
tt3759416,Asterix: The Mansions of the Gods,2014.0
tt0489049,Fanboys,2009.0
tt1637706,Our Idiot Brother,2011.0
tt0348333,Waiting...,2005.0
tt0499556,War,2007.0
tt2884018,Macbeth,2015.0
tt3813310,Cop Car,2015.0
tt0431021,The Possession,2012.0
tt8179388,Rim of the World,2019.0
tt1007029,The Iron Lady,2011.0
tt1425244,Partly Cloudy,2009.0
tt0974959,American Pie Presents: Beta House,2007.0
tt0074486,Eraserhead,1977.0
tt4981636,Middle School: The Worst Years of My Life,2016.0
tt1702014,The Way He Looks,2014.0
tt3486626,The Nut Job 2: Nutty by Nature,2017.0
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011.0
tt0406816,The Guardian,2006.0
tt2112096,Absolutely Fabulous: The Movie,2016.0
tt2870756,Magic in the Moonlight,2014.0
tt0085936,Mickey's Christmas Carol,1983.0
tt2016940,Man of Tai Chi,2013.0
tt1621039,Free Birds,2013.0
tt3722614,Revolt,2017.0
tt2347569,Frances Ha,2013.0
tt2083383,Trouble with the Curve,2012.0
tt0116908,The Long Kiss Goodnight,1996.0
tt4799066,Midnight Sun,2018.0
tt5057140,Hold the Dark,2018.0
tt0033870,The Maltese Falcon,1941.0
tt0104797,Malcolm X,1992.0
tt0103873,Braindead,1992.0
tt1323045,Frozen,2010.0
tt6421110,Proud Mary,2018.0
tt7026672,Every Day,2018.0
tt0455760,Dead Silence,2007.0
tt0115759,Broken Arrow,1996.0
tt1178665,A Walk in the Woods,2015.0
tt0104868,The Mighty Ducks,1992.0
tt2597892,Viral,2016.0
tt0100477,The Rescuers Down Under,1990.0
tt3278330,Tale of Tales,2015.0
tt8629748,Spenser Confidential,2020.0
tt1647668,Million Dollar Arm,2014.0
tt0376136,The Rum Diary,2011.0
tt0086541,Videodrome,1983.0
tt0096487,Young Guns,1988.0
tt5208252,Operation Finale,2018.0
tt0823671,Tinker Bell,2008.0
tt0054331,Spartacus,1960.0
tt2091478,Air,2015.0
tt0811080,Speed Racer,2008.0
tt3991412,The 9th Life of Louis Drax,2016.0
tt0963178,The International,2009.0
tt6533240,Night Hunter,2019.0
tt1174732,An Education,2009.0
tt6772804,Escape Plan: The Extractors,2019.0
tt1869716,The East,2013.0
tt3097204,The Inbetweeners 2,2014.0
tt0046250,Roman Holiday,1953.0
tt6556890,Batman and Harley Quinn,2017.0
tt5670152,Traffik,2018.0
tt1407050,American Pie Presents: The Book of Love,2009.0
tt0114924,While You Were Sleeping,1995.0
tt1687901,The Awakening,2011.0
tt0119229,Grosse Pointe Blank,1997.0
tt7329656,47 Meters Down: Uncaged,2019.0
tt4761916,Unfriended: Dark Web,2018.0
tt1186830,Agora,2009.0
tt2674358,The Hunter's Prayer,2017.0
tt4303340,I Am Not a Serial Killer,2016.0
tt4272866,The Boy and the Beast,2015.0
tt0079417,Kramer vs. Kramer,1979.0
tt3203528,Bad Samaritan,2018.0
tt0378109,Into the Blue,2005.0
tt5734576,The Possession of Hannah Grace,2018.0
tt0286499,Bend It Like Beckham,2002.0
tt0088939,The Color Purple,1985.0
tt0141926,U-571,2000.0
tt2403021,The Green Inferno,2014.0
tt2101473,The Physician,2013.0
tt0289848,Analyze That,2002.0
tt1289406,Harry Brown,2009.0
tt7605074,The Wandering Earth,2019.0
tt0093693,Overboard,1987.0
tt0421239,Red Eye,2005.0
tt0098206,Road House,1989.0
tt0068473,Deliverance,1972.0
tt1748179,Red Lights,2012.0
tt5460530,Vengeance: A Love Story,2017.0
tt0844479,The Collector,2009.0
tt0041959,The Third Man,1949.0
tt1931435,The Big Wedding,2013.0
tt3467412,Extinction,2015.0
tt7133686,Next Gen,2018.0
tt5814534,Spies in Disguise,2019.0
tt0091777,Police Academy 3: Back in Training,1986.0
tt4226388,Victoria,2015.0
tt0110366,The Little Rascals,1994.0
tt4573516,Sleight,2017.0
tt0346156,Sky Captain and the World of Tomorrow,2004.0
tt0338094,The Haunted Mansion,2003.0
tt2097298,"McFarland, USA",2015.0
tt0101862,Father of the Bride,1991.0
tt5929776,Before the Flood,2016.0
tt3612616,Mommy,2014.0
tt3672742,Turbo Kid,2015.0
tt1379182,Dogtooth,2009.0
tt0082418,Friday the 13th Part 2,1981.0
tt1273235,A Serbian Film,2010.0
tt1230414,It's Complicated,2009.0
tt0808417,Persepolis,2007.0
tt0251736,House of 1000 Corpses,2003.0
tt0103786,Beethoven,1992.0
tt0480669,Timecrimes,2007.0
tt0368909,Ong Bak: Muay Thai Warrior,2003.0
tt0436339,G-Force,2009.0
tt4131800,My Little Pony: The Movie,2017.0
tt0100150,Miller's Crossing,1990.0
tt5143226,12 Feet Deep,2017.0
tt0114508,Species,1995.0
tt0118694,In the Mood for Love,2000.0
tt0414852,District B13,2004.0
tt3766394,"Hello, My Name Is Doris",2015.0
tt2417712,Goon: Last of the Enforcers,2017.0
tt1531901,Byzantium,2012.0
tt0942903,Stargate: The Ark of Truth,2008.0
tt2105044,V/H/S,2012.0
tt0120910,Fantasia 2000,1999.0
tt0083511,48 Hrs.,1982.0
tt0115685,The Birdcage,1996.0
tt1625346,Young Adult,2011.0
tt5613484,mid90s,2018.0
tt0475276,United 93,2006.0
tt0800325,The Dirt,2019.0
tt1135084,Takers,2010.0
tt0483607,Doomsday,2008.0
tt0338459,Spy Kids 3-D: Game Over,2003.0
tt0080453,The Blue Lagoon,1980.0
tt7167630,Batman: Gotham by Gaslight,2018.0
tt3120408,Tinker Bell and the Legend of the NeverBeast,2014.0
tt1210042,Brooklyn's Finest,2009.0
tt0076363,The Many Adventures of Winnie the Pooh,1977.0
tt4382872,Extraction,2015.0
tt0347246,Ghost in the Shell 2: Innocence,2004.0
tt0087078,Conan the Destroyer,1984.0
tt0387131,The Constant Gardener,2005.0
tt0131409,Geri's Game,1997.0
tt0098627,Weekend at Bernie's,1989.0
tt3704700,Brain on Fire,2017.0
tt0087597,The Last Starfighter,1984.0
tt0042876,Rashomon,1950.0
tt0113824,Whisper of the Heart,1995.0
tt0183869,Taxi 2,2000.0
tt0114694,Tommy Boy,1995.0
tt0462465,Outlander,2008.0
tt5078204,Two Is a Family,2016.0
tt3086442,Goodnight Mommy,2014.0
tt1034389,The Eagle,2011.0
tt3205376,Slow West,2015.0
tt6333060,Icarus,2017.0
tt0493430,Jackass Number Two,2006.0
tt0107798,The Pelican Brief,1993.0
tt4536768,The Osiris Child,2016.0
tt0971209,A Perfect Getaway,2009.0
tt0086066,The Outsiders,1983.0
tt1626146,Hector and the Search for Happiness,2014.0
tt0088286,Top Secret!,1984.0
tt1474276,Summer Wars,2009.0
tt0076729,Smokey and the Bandit,1977.0
tt1245104,Presto,2008.0
tt0870111,Frost/Nixon,2008.0
tt0365686,Revolver,2005.0
tt0144120,Bride of Chucky,1998.0
tt1494772,Justice League: Crisis on Two Earths,2010.0
tt1544608,Voice from the Stone,2017.0
tt0453556,TMNT,2007.0
tt0338564,Infernal Affairs,2002.0
tt3398268,When Marnie Was There,2014.0
tt2720680,The Salvation,2014.0
tt2555736,The Second Best Exotic Marigold Hotel,2015.0
tt0064276,Easy Rider,1969.0
tt0107206,In the Line of Fire,1993.0
tt3666024,The Red Turtle,2016.0
tt0106364,Batman: Mask of the Phantasm,1993.0
tt1596345,Pawn Sacrifice,2015.0
tt0159365,Cold Mountain,2003.0
tt2230358,Curse of Chucky,2013.0
tt2576852,The Tale of the Princess Kaguya,2013.0
tt0097441,Glory,1989.0
tt1054486,Futurama: Bender's Game,2008.0
tt0094889,Cocktail,1988.0
tt1772925,Jiro Dreams of Sushi,2011.0
tt0237534,Brotherhood of the Wolf,2001.0
tt0463998,Freedom Writers,2007.0
tt3099498,Tusk,2014.0
tt0183523,Mission to Mars,2000.0
tt2059171,13 Sins,2014.0
tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0
tt2987732,Suck Me Shakespeer,2013.0
tt0274558,The Hours,2002.0
tt7137380,Destroyer,2018.0
tt0344854,Arthur and the Invisibles,2006.0
tt8623904,Last Christmas,2019.0
tt3296908,The Man with the Iron Heart,2017.0
tt1191111,Enter the Void,2009.0
tt0385887,Motherless Brooklyn,2019.0
tt0264616,Frailty,2001.0
tt8075192,Shoplifters,2018.0
tt1653665,Goodbye Christopher Robin,2017.0
tt0079522,Manhattan,1979.0
tt1709143,The Last Days on Mars,2013.0
tt5073620,Below Her Mouth,2016.0
tt1212419,Hereafter,2010.0
tt0861689,Blindness,2008.0
tt2490326,Cooties,2014.0
tt7008872,Boy Erased,2018.0
tt1212436,The Back-Up Plan,2010.0
tt0090859,Cobra,1986.0
tt0097647,The Karate Kid Part III,1989.0
tt8760684,Apollo 11,2019.0
tt2950418,Greater,2016.0
tt0163187,Runaway Bride,1999.0
tt0337741,Something's Gotta Give,2003.0
tt2569088,The Saint,2017.0
tt1602620,Amour,2012.0
tt1684226,The Normal Heart,2014.0
tt3733778,Pay the Ghost,2015.0
tt1825157,The Double,2014.0
tt0151738,Never Been Kissed,1999.0
tt7772580,The Perfection,2018.0
tt0377818,The Dukes of Hazzard,2005.0
tt2172985,The Art of the Steal,2013.0
tt0317303,Daddy Day Care,2003.0
tt0333780,"Legally Blonde 2: Red, White & Blonde",2003.0
tt2049543,Synchronicity,2015.0
tt0299172,Home on the Range,2004.0
tt0815241,Religulous,2008.0
tt0012349,The Kid,1921.0
tt0105698,Universal Soldier,1992.0
tt0397313,Eight Below,2006.0
tt1413495,Paranoia,2013.0
tt2234003,Calvary,2014.0
tt4229236,Cobain: Montage of Heck,2015.0
tt0480242,Dan in Real Life,2007.0
tt0067116,The French Connection,1971.0
tt0058385,My Fair Lady,1964.0
tt2183034,Earth to Echo,2014.0
tt0457510,Nacho Libre,2006.0
tt0465624,My Super Ex-Girlfriend,2006.0
tt6428676,Wonder Park,2019.0
tt0093389,The Last Emperor,1987.0
tt0250258,The Experiment,2001.0
tt1801552,Gotti,2018.0
tt0083131,Stripes,1981.0
tt0044079,Strangers on a Train,1951.0
tt6003368,Diary of a Wimpy Kid: The Long Haul,2017.0
tt0316356,Open Range,2003.0
tt0113161,Get Shorty,1995.0
tt5074352,Dangal,2016.0
tt1273678,The Spy Next Door,2010.0
tt0462504,Rescue Dawn,2006.0
tt1462769,The Odd Life of Timothy Green,2012.0
tt0086837,2010,1984.0
tt1683526,Detachment,2011.0
tt0099253,Child's Play 2,1990.0
